tag_name,min,max,total,time,min_minute,max_minute,valid,end_point,read_num,datetime_obj,datetime_str,raw_attributes
report_data[158].log_data[0],1.0,1.0,3599.9990234375,3599.9990234375,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[1],0.0,0.0,0.0,3599.9990234375,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[2],0.0,0.0,0.0,3599.9990234375,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[3],0.0,0.0,0.0,3599.9990234375,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[4],0.7637500166893005,0.9024999141693115,2931.79443359375,3599.9990234375,0,58,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[5],0.0,0.0012500000884756446,0.12968750298023224,3599.9990234375,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[6],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[7],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[8],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[9],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[10],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[11],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[12],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[13],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[14],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[15],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[16],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[17],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[18],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
report_data[158].log_data[19],0.0,0.0,0.0,0.0,0,0,True,False,158,2022-05-03 07:59:59,2022-5-3 7:59:59,"[2022, 5, 3, 7, 59, 59, 0, 0, True]"
